TAIUTC       26     UNIT(DAY, SEC)   FORMAT(I2,1X,A3,I3,4X,F20.12,3X,F10.6)
870110    2446805.500000000000     -.152197    .14437   .30144
870111    2446806.500000000000     -.153112    .14309   .29980
870112    2446807.500000000000     -.153830    .14192   .29802
870113    2446808.500000000000     -.154420    .14099   .29625
870114    2446809.500000000000     -.154979    .14042   .29465
870115    2446810.500000000000     -.155600    .14022   .29330
870116    2446811.500000000000     -.156360    .14027   .29213
870117    2446812.500000000000     -.157315    .14043   .29093
870118    2446813.500000000000     -.158490    .14058   .28947
870119    2446814.500000000000     -.159879    .14056   .28778
870120    2446815.500000000000     -.161442    .14019   .28589
870121    2446816.500000000000     -.163115    .13947   .28403
870122    2446817.500000000000     -.164812    .13852   .28241
870123    2446818.500000000000     -.166429    .13769   .28123
870124    2446819.500000000000     -.167869    .13724   .28044
870125    2446820.500000000000     -.169069    .13697   .27953
870126    2446821.500000000000     -.170039    .13684   .27848
870127    2446822.500000000000     -.170862    .13681   .27739
870128    2446823.500000000000     -.171677    .13678   .27647
870129    2446824.500000000000     -.172643    .13660   .27574
870130    2446825.500000000000     -.173883    .13608   .27513
870131    2446826.500000000000     -.175440    .13513   .27449
870201    2446827.500000000000     -.177252    .13390   .27364
870202    2446828.500000000000     -.179197    .13258   .27239
870203    2446829.500000000000     -.181134    .13126   .27088
870204    2446830.500000000000     -.182955    .13007   .26921
870205    2446831.500000000000     -.184586    .12915   .26763
870206    2446832.500000000000     -.186006    .12852   .26623
870207    2446833.500000000000     -.187226    .12824   .26488
870208    2446834.500000000000     -.188288    .12821   .26353
870209    2446835.500000000000     -.189239    .12812   .26226
870210    2446836.500000000000     -.190137    .12777   .26123
870211    2446837.500000000000     -.191064    .12733   .26040
870212    2446838.500000000000     -.192111    .12699   .25960
870213    2446839.500000000000     -.193342    .12671   .25880
870214    2446840.500000000000     -.194787    .12639   .25803
870215    2446841.500000000000     -.196457    .12604   .25723
870216    2446842.500000000000     -.198326    .12571   .25644
870217    2446843.500000000000     -.200336    .12542   .25570
870218    2446844.500000000000     -.202396    .12505   .25495
870219    2446845.500000000000     -.204394    .12446   .25403
870220    2446846.500000000000     -.206239    .12386   .25304
870221    2446847.500000000000     -.207886    .12344   .25207
870222    2446848.500000000000     -.209341    .12318   .25111
870223    2446849.500000000000     -.210671    .12290   .25006
870224    2446850.500000000000     -.211992    .12241   .24881
870225    2446851.500000000000     -.213446    .12181   .24741
870226    2446852.500000000000     -.215168    .12140   .24608
870227    2446853.500000000000     -.217224    .12122   .24494
870228    2446854.500000000000     -.219598    .12112   .24404
870301    2446855.500000000000     -.222198    .12071   .24319
870302    2446856.500000000000     -.224878    .11984   .24221
870303    2446857.500000000000     -.227483    .11864   .24103
870304    2446858.500000000000     -.229881    .11731   .23960
870305    2446859.500000000000     -.231990    .11601   .23791
870306    2446860.500000000000     -.233786    .11473   .23600
870307    2446861.500000000000     -.235285    .11347   .23417
870308    2446862.500000000000     -.236549    .11232   .23251
870309    2446863.500000000000     -.237667    .11138   .23094
870310    2446864.500000000000     -.238745    .11075   .22940
870311    2446865.500000000000     -.239897    .11043   .22786
870312    2446866.500000000000     -.241218    .11033   .22642
870313    2446867.500000000000     -.242758    .11027   .22524
870314    2446868.500000000000     -.244531    .11019   .22430
870315    2446869.500000000000     -.246515    .11012   .22354
870316    2446870.500000000000     -.248656    .11009   .22292
870317    2446871.500000000000     -.250870    .11008   .22249
870318    2446872.500000000000     -.253054    .11002   .22228
870319    2446873.500000000000     -.255107    .10979   .22222
870320    2446874.500000000000     -.256957    .10926   .22205
870321    2446875.500000000000     -.258582    .10832   .22159
870322    2446876.500000000000     -.260030    .10686   .22090
870323    2446877.500000000000     -.261397    .10499   .22007
870324    2446878.500000000000     -.262803    .10299   .21917
870325    2446879.500000000000     -.264364    .10109   .21831
870326    2446880.500000000000     -.266161    .09945   .21753
870327    2446881.500000000000     -.268208    .09815   .21683
870328    2446882.500000000000     -.270439    .09725   .21624
870329    2446883.500000000000     -.272734    .09662   .21565
870330    2446884.500000000000     -.274957    .09608   .21494
870331    2446885.500000000000     -.277010    .09548   .21407
870401    2446886.500000000000     -.278842    .09480   .21311
870402    2446887.500000000000     -.280449    .09424   .21231
870403    2446888.500000000000     -.281858    .09387   .21188
870404    2446889.500000000000     -.283111    .09347   .21169
870405    2446890.500000000000     -.284268    .09288   .21161
870406    2446891.500000000000     -.285400    .09206   .21150
870407    2446892.500000000000     -.286589    .09103   .21134
870408    2446893.500000000000     -.287903    .08984   .21116
870409    2446894.500000000000     -.289394    .08852   .21096
870410    2446895.500000000000     -.291085    .08706   .21065
870411    2446896.500000000000     -.292970    .08551   .21025
870412    2446897.500000000000     -.295008    .08397   .20986
870413    2446898.500000000000     -.297121    .08244   .20938
870414    2446899.500000000000     -.299211    .08090   .20873
870415    2446900.500000000000     -.301177    .07933   .20787
870416    2446901.500000000000     -.302938    .07779   .20692
870417    2446902.500000000000     -.304457    .07636   .20609
870418    2446903.500000000000     -.305758    .07507   .20545
870419    2446904.500000000000     -.306927    .07384   .20493
870420    2446905.500000000000     -.308080    .07262   .20443
870421    2446906.500000000000     -.309342    .07148   .20397
870422    2446907.500000000000     -.310805    .07066   .20370
870423    2446908.500000000000     -.312514    .07019   .20367
870424    2446909.500000000000     -.314460    .06993   .20381
870425    2446910.500000000000     -.316577    .06953   .20388
870426    2446911.500000000000     -.318754    .06882   .20389
870427    2446912.500000000000     -.320862    .06780   .20394
870428    2446913.500000000000     -.322795    .06653   .20398
870429    2446914.500000000000     -.324481    .06506   .20391
870430    2446915.500000000000     -.325905    .06348   .20364
870501    2446916.500000000000     -.327115    .06182   .20334
870502    2446917.500000000000     -.328172    .06012   .20305
870503    2446918.500000000000     -.329149    .05848   .20275
870504    2446919.500000000000     -.330113    .05707   .20235
870505    2446920.500000000000     -.331134    .05603   .20176
870506    2446921.500000000000     -.332270    .05536   .20113
870507    2446922.500000000000     -.333561    .05487   .20065
870508    2446923.500000000000     -.335031    .05435   .20038
870509    2446924.500000000000     -.336679    .05359   .20027
870510    2446925.500000000000     -.338475    .05256   .20017
870511    2446926.500000000000     -.340347    .05132   .20003
870512    2446927.500000000000     -.342187    .04993   .19988
870513    2446928.500000000000     -.343874    .04843   .19972
870514    2446929.500000000000     -.345317    .04683   .19950
870515    2446930.500000000000     -.346491    .04515   .19919
870516    2446931.500000000000     -.347475    .04342   .19879
870517    2446932.500000000000     -.348406    .04171   .19833
870518    2446933.500000000000     -.349427    .04011   .19785
870519    2446934.500000000000     -.350642    .03878   .19744
870520    2446935.500000000000     -.352092    .03782   .19722
870521    2446936.500000000000     -.353760    .03719   .19732
870522    2446937.500000000000     -.355584    .03666   .19776
870523    2446938.500000000000     -.357474    .03596   .19841
870524    2446939.500000000000     -.359330    .03483   .19907
870525    2446940.500000000000     -.361062    .03330   .19958
870526    2446941.500000000000     -.362604    .03162   .19987
870527    2446942.500000000000     -.363924    .03002   .19989
870528    2446943.500000000000     -.365034    .02870   .19967
870529    2446944.500000000000     -.365979    .02774   .19930
870530    2446945.500000000000     -.366816    .02714   .19899
870531    2446946.500000000000     -.367615    .02676   .19876
870601    2446947.500000000000     -.368439    .02643   .19855
870602    2446948.500000000000     -.369322    .02595   .19831
870603    2446949.500000000000     -.370297    .02539   .19811
870604    2446950.500000000000     -.371390    .02484   .19806
870605    2446951.500000000000     -.372624    .02429   .19814
